n,timestamp_μs,500kV神万一线_Ua,500kV神万一线_Ub,500kV神万一线_UC,500kV神万一线_3U0,500kV神万二线_Ua,500kV神万二线_Ub,500kV神万二线_Uc,500kV神万二线_3U0,500kV万盘三线电压_Ua,500kV万盘三线电压_Ub,500kV万盘三线电压_Uc,500kV万盘三线电压_3U0,电压04_A,电压04_B,电压04_C,电压04_N,500kV神万一线_Ia,500kV神万一线_Ib,500kV神万一线_Ic,500kV神万一线_3I0,500kV神万二线_Ia,500kV神万二线_Ib,500kV神万二线_Ic,500kV神万二线_3I0,500kV万盘三线电流_Ia,500kV万盘三线电流_Ib,500kV万盘三线电流_Ic,500kV万盘三线电流_3I0,500kV万盘三线高抗电流_Ia,500kV万盘三线高抗电流_Ib,500kV万盘三线高抗电流_Ic,500kV万盘三线高抗电流_3I0,电流05_A,电流05_B,电流05_C,电流05_N,电流06_A,电流06_B,电流06_C,电流06_N,电流07_A,电流07_B,电流07_C,电流07_N,电流08_A,电流08_B,电流08_C,电流08_N,电流09_A,电流09_B,电流09_C,电流09_N,电流10_A,电流10_B,电流10_C,电流10_N,电流11_A,电流11_B,电流11_C,电流11_N,电流12_A,电流12_B,电流12_C,电流12_N,500kV神万一线_5061开关_线路保护一RCS931_A相跳闸,500kV神万一线_5061开关_线路保护一RCS931_B相跳闸,500kV神万一线_5061开关_线路保护一RCS931_C相跳闸,500kV神万一线_5061开关_线路保护一RCS931_远传收信,500kV神万一线_5061开关_线路保护一RCS931_通道故障,500kV神万一线_5061开关_线路保护一RCS925_保护跳闸,500kV神万一线_5061开关_线路保护一RCS925_过压启动远跳,500kV神万一线_5061开关_线路保护二WXH871_保护动作,500kV神万一线_5061开关_线路保护二WXH871_过压发信,500kV神万一线_5061开关_线路保护二WXH803_A相跳闸,500kV神万一线_5061开关_线路保护二WXH803_B相跳闸,500kV神万一线_5061开关_线路保护二WXH803_C相跳闸,500kV神万二线_5051开关_线路保护一RCS931_A相跳闸,500kV神万二线_5051开关_线路保护一RCS931_B相跳闸,500kV神万二线_5051开关_线路保护一RCS931_C相跳闸,500kV神万二线_5051开关_线路保护一RCS931_远传收信,500kV神万二线_5051开关_线路保护一RCS931_通道故障,500kV神万二线_5051开关_线路保护一RCS925_保护跳闸,500kV神万二线_5051开关_线路保护一RCS925_过压启动远跳,500kV神万二线_5051开关_线路保护二WXH871_保护动作,500kV神万二线_5051开关_线路保护二WXH871_过压发信,500kV神万二线_5051开关_线路保护二WXH803_A相跳闸,500kV神万二线_5051开关_线路保护二WXH803_B相跳闸,500kV神万二线_5051开关_线路保护二WXH803_C相跳闸,5051开关_A相分位,5051开关_B相分位,5051开关_C相分位,5051开关_断路器保护WDLK826AP_重合闸,5051开关_断路器保护WDLK826AP_第一组三相跳闸,5051开关_断路器保护WDLK826AP_第二组三相跳闸,5051开关_断路器保护WDLK826AP_保护动作,5051开关_断路器保护WDLK826AP_重合闸动作,5052开关_A相分位,5052开关_B相分位,5052开关_C相分位,5052开关_断路器保护WDLK826AP_重合闸,5052开关_断路器保护WDLK826AP_第一组三相跳闸,5052开关_断路器保护WDLK826AP_第二组三相跳闸,5052开关_断路器保护WDLK826AP_保护动作,5052开关_断路器保护WDLK826AP_重合闸动作,5061开关_A相分位,5061开关_B相分位,5061开关_C相分位,5061开关_断路器保护WDLK826AP_重合闸,5061开关_断路器保护WDLK826AP_第一组三相跳闸,5061开关_断路器保护WDLK826AP_第二组三相跳闸,5061开关_断路器保护WDLK826AP_保护动作,5061开关_断路器保护WDLK826AP_重合闸动作,5062开关_A相分位,5062开关_B相分位,5062开关_C相分位,5062开关_断路器保护WDLK826AP_重合闸,5062开关_断路器保护WDLK826AP_第一组三相跳闸,5062开关_断路器保护WDLK826AP_第二组三相跳闸,5062开关_断路器保护WDLK826AP_保护动作,5062开关_断路器保护WDLK826AP_重合闸动作,备用开关057,备用开关058,备用开关059,备用开关060,备用开关061,备用开关062,5053开关B相分位,5053开关C相分位,5053开关_断路器保护WDLK862_保护动作,5053开关_断路器保护WDLK862_重合闸动作,5053开关A相分位,5053开关_断路器保护操作箱跳A相出口,5053开关_断路器保护操作箱跳B相出口,5053开关_断路器保护操作箱跳C相出口,5053开关_断路器保护操作箱第一组三相跳闸,5053开关_断路器保护操作箱第二组三相跳闸,5053开关_断路器保护操作箱重合闸动作,500kV万盘三线线路保护一PCS931_A相跳闸,500kV万盘三线线路保护一PCS931_B相跳闸,500kV万盘三线线路保护一PCS931_C相跳闸,500kV万盘三线线路保护一PCS931_远传收信,500kV万盘三线线路保护二WXH803_A相跳闸,500kV万盘三线线路保护二WXH803_B相跳闸,500kV万盘三线线路保护二WXH803_C相跳闸,500kV万盘三线高抗保护一PCS917保护动作,500kV万盘三线高抗保护二WKB801保护动作,500kV万盘三线高抗本体重瓦斯跳闸,500kV万盘三线高抗本体压力释放跳闸,500kV万盘三线高抗本体油温高跳闸,500kV万盘三线高抗本体绕组温度高跳闸,500kV万盘三线高抗中性点重瓦斯跳闸,500kV万盘三线高抗中性点压力释放跳闸,500kV万盘三线高抗中性点油温高跳闸,备用开关090,备用开关091,备用开关092,备用开关093,备用开关094,备用开关095,备用开关096,备用开关097,备用开关098,备用开关099,备用开关100,备用开关101,备用开关102,备用开关103,备用开关104,备用开关105,备用开关106,备用开关107,备用开关108,备用开关109,备用开关110,备用开关111,备用开关112,备用开关113,备用开关114,备用开关115,备用开关116,备用开关117,备用开关118,备用开关119,备用开关120,备用开关121,备用开关122,备用开关123,备用开关124,备用开关125,备用开关126,备用开关127,备用开关128
248,137000,-12.787128,-65.654688,78.865479,-0.594776,-12.757008,-65.692464,79.005536,-0.76685,-13.355318,-65.829457,78.923052,0.563976,0.020858,0.020908,0.01043,0.015688,0.0735,0.103132,-0.167904,0.005232,0.068133,0.094392,-0.167712,-0.003492,-0.001748,0.376895,-0.370152,0.003496,-0.689322,0.418728,0.277132,0.003486,0.001748,0.001747,0.001745,0.001747,0.001746,0.00175,0.001753,0,0.001752,0.001748,0.001747,-0.001742,0,0.001749,0.001748,0.001741,0.001745,0.003498,0.00349,0.001747,0,0,0.005253,0.003494,0.001754,0.001747,0.0035,0.001745,0.001753,0.001748,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,138000,14.427307,-78.62712,63.644724,1.142596,14.366,-78.609756,63.562024,1.39285,15.182668,-78.522235,63.60042,-0.266322,0.010429,0.020908,0.01043,0,0.021,0.13984,-0.153912,0.001744,0.020964,0.134596,-0.155483,-0.003492,-0.12236,0.417214,-0.28809,0.003496,-0.682306,0.226008,0.45604,0.003486,0.001748,0.001747,0.001745,0.001747,0.001746,0.00175,0.001753,0.001742,0,0.001748,0.001747,0.001742,0,0.001749,0.003496,0.001741,0.00349,0.001749,0.00349,0.001747,0,0.001752,0.003502,0.003494,0.001754,0.001747,0.00175,0.00349,0.001753,0.001748,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,139000,40.691065,-84.9882,44.208186,0.203476,40.788992,-85.068402,44.364808,-0.07825,40.285236,-85.004097,44.389644,0.751968,0.020858,0.010454,0.01043,0.015688,-0.0315,0.16606,-0.129426,-0.001744,-0.03494,0.162564,-0.127531,-0.003492,-0.246468,0.422473,-0.171108,0.001748,-0.606884,0.00876,0.59636,0.001743,0.001748,0.003494,0,0,0.001746,0.00175,0,0,0.001752,0.001748,0,-0.001742,0,0,0.001748,0,0.001745,0.001749,0.00349,0.001747,0.001746,0.001752,0.003502,0.003494,0.001754,0,0.0035,0.001745,0.001753,0.001748,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,140000,60.749305,-82.402056,21.361362,0.532168,60.776016,-82.397298,21.22568,0.70425,61.24233,-82.398847,21.4266,-0.281988,0,0,0.01043,0,-0.08225,0.173052,-0.090948,-0.005232,-0.082109,0.173052,-0.08735,-0.001746,-0.346104,0.390919,-0.04365,0.001748,-0.468318,-0.206736,0.677044,0.001743,0,0.001747,0,0,0,0.00175,0.001753,0.001742,0.001752,0,0.001747,-0.001742,0,0.001749,0.001748,0,0.001745,0,0.001745,0,0.001746,0.001752,0.001751,0.003494,0.001754,0.001747,0.0035,0,0.001753,0,0.001754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,141000,75.134824,-69.13764,-5.764011,-0.422604,75.215152,-69.166986,-5.688064,-0.6886,74.890024,-69.049546,-5.779956,0.125328,0.010429,0.010454,0,0.015688,-0.12425,0.167808,-0.038478,-0.005232,-0.125784,0.167808,-0.03494,0.001746,-0.403788,0.322552,0.082062,0,-0.287656,-0.397704,0.696338,0.001743,0,0.001747,0,0.001747,0.001746,0,0,0.001742,0.001752,0,0,-0.001742,0,0,0.001748,0.001741,0.001745,0.001749,0.00349,0.001747,0.003492,0.001752,0.001751,0.001747,0.001754,0.001747,0.0035,0.001745,0.001753,0,0.001754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,142000,83.99388,-51.30576,-32.4291,-0.375648,83.991472,-51.324846,-32.350864,-0.5321,84.0581,-51.313004,-32.463912,-0.093996,0,0.010454,0.01043,0.015688,-0.15225,0.141588,0.012243,-0.006976,-0.155483,0.145084,0.01747,0.003492,-0.421268,0.215619,0.204282,0.001748,-0.07893,-0.55188,0.641964,0.001743,0.001748,0.001747,0.001745,0.001747,0,-0.00175,0,0.001742,0.001752,0,0.001747,0,0,0.001749,0.001748,0.001741,0.001745,0.001749,0.00349,0.001747,0,0.001752,0.001751,0.001747,0,0.001747,0.0035,0,0.001753,0.001748,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,143000,84.766958,-29.542524,-55.014399,-0.219128,84.78552,-29.58039,-55.1554,-0.01565,85.144068,-29.522693,-54.935712,-0.814632,0.010429,0.020908,0.01043,0.015688,-0.168,0.10488,0.066462,-0.005232,-0.167712,0.108376,0.071627,0.006984,-0.396796,0.085897,0.31428,0.003496,0.142074,-0.653496,0.524446,0.001743,0.001748,0.003494,0.001745,0.001747,0.001746,0,0.001753,0.001742,0.001752,0.001748,0,0,0,0.001749,0.001748,0.001741,0.001745,0.001749,0.00349,0.001747,0.003492,0.001752,0.001751,0.003494,0.001754,0.001747,0.0035,0.001745,0.001753,0.001748,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,144000,74.434875,-3.983496,-70.674516,0.54782,74.49424,-4.006656,-70.588456,0.26605,74.232178,-3.980822,-70.519644,0.7833,0,0.020908,0.01043,0.015688,-0.168,0.054188,0.110187,-0.005232,-0.165965,0.057684,0.115302,0.010476,-0.344356,-0.043825,0.391104,0,0.343784,-0.697296,0.354308,-0.001743,0.001748,0.003494,0.001745,0.003494,0,0.00175,0.001753,0.001742,0.001752,0.001748,0,0.001742,0,0.001749,0.001748,0.001741,0.001745,0.003498,0.00349,0.001747,0.003492,0.001752,0.001751,0.003494,0.001754,0.001747,0.0035,0,0.001753,0.001748,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,145000,57.688334,23.390004,-81.836403,1.471288,57.714752,23.361726,-81.97504,1.58065,58.224592,23.843248,-81.849612,-0.125328,0.010429,0.010454,0,0.015688,-0.14875,0,0.145167,-0.003488,-0.145001,0.005244,0.150242,0.010476,-0.249964,-0.168288,0.422532,0,0.50866,-0.667512,0.154352,0,0.001748,0.001747,0,0.001747,0.001746,0.00175,0.001753,0,0,0,0.001747,-0.001742,0,0,0.001748,0.001741,0.001745,0.001749,0.00349,0,0.003492,0,0.003502,0.003494,0.001754,0,0.0035,0,0.001753,0.001748,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,146000,36.898804,48.302496,-85.424526,0.422604,36.870992,48.267684,-85.404608,0.48515,36.578326,48.207546,-85.330128,1.112286,0.020858,0.010454,0.01043,0.015688,-0.11725,-0.05244,0.164406,-0.003488,-0.111808,-0.047196,0.171206,0.010476,-0.120612,-0.282233,0.413802,0,0.63144,-0.567648,-0.066652,0,0.001748,0.001747,0,0,0.001746,0,0.001753,0.001742,0.001752,0,0.001747,0,0,0.001749,0.001748,0.001741,0.001745,0.001749,0.00349,0.001747,0,0.001752,0.001751,0.003494,0.001754,0.001747,0.0035,0,0.001753,0.001748,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,147000,12.515506,65.90496,-78.677181,0.46956,12.474912,65.901144,-78.806872,0.67295,13.031616,66.027456,-78.724464,-0.532644,-0.010429,0,0,0.015688,-0.07,-0.103132,0.171402,-0.001744,-0.066386,-0.094392,0.1747,0.00873,0.006992,-0.371636,0.373644,-0.001748,0.691076,-0.413472,-0.277132,-0.001743,0.001748,0.001747,0,0,0.001746,0.00175,0.001753,0,0,0,0,0,0,0.001749,0.001748,0.001741,0.001745,0,0.00349,0.001747,0.001746,0,0.001751,0.003494,0.001754,0,0.0035,-0.001745,0.001753,0,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,148000,-14.824293,78.741828,-63.425043,-0.876512,-14.804816,78.7767,-63.352904,-1.14245,-15.464602,78.657708,-63.380928,0.328986,0.010429,0.010454,0,0,-0.0175,-0.13984,0.159159,0.001744,-0.013976,-0.134596,0.162471,0.00873,0.129352,-0.413708,0.293328,0,0.685814,-0.222504,-0.457794,0.001743,0.001748,0.001747,0.001745,0.001747,0.001746,0,0.001753,0.001742,0,0.001748,0.001747,0,0,0.001749,0.001748,0.001741,0.00349,0.001749,0.00349,0.001747,0,0.001752,0.001751,0.003494,0.001754,0.001747,0.0035,0,0.001753,0.001748,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,149000,-40.910452,85.09248,-43.925739,-0.3913,-40.945712,85.120572,-44.061584,-0.14085,-40.577612,85.077044,-44.086536,-0.673638,0,0.010454,0.01043,0.031376,0.035,-0.162564,0.134673,0.005232,0.040181,-0.159068,0.134519,0.006984,0.251712,-0.417214,0.1746,-0.001748,0.606884,-0.007008,-0.592852,0.001743,0,0.001747,0.001745,0.001747,0,0.00175,0.001753,0,0.001752,0,0,0.003484,0,0.001749,0.001748,0.001741,0.00349,0.003498,0.00349,0.001747,0.001746,0.001752,0.003502,0.003494,0.001754,0,0.00175,0.001745,0.001753,0,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,150000,-60.989586,82.339488,-21.099837,-0.375648,-61.047664,82.334694,-21.006104,-0.4069,-61.419844,82.346742,-21.154848,0.344652,0.010429,0,0,0.015688,0.0875,-0.173052,0.092697,0.003488,0.089097,-0.171304,0.092591,0.003492,0.347852,-0.387413,0.04365,0,0.471826,0.21024,-0.677044,0,0,0.001747,0.001745,0.001747,0.001746,0,0.001753,0.001742,0.001752,0.001748,0.001747,0,0,0,0.001748,0.001741,0.001745,0.001749,0.00349,0.001747,0,0.001752,0.001751,0.001747,0.001754,0.001747,0.0035,0,0,0.001748,0,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,151000,-75.2184,68.991648,6.056919,0.485212,-75.246496,69.010476,6.033112,0.57905,-75.015328,68.88281,6.083064,0.031332,0.010429,0.010454,0.01043,0.015688,0.1295,-0.164312,0.041976,0.006976,0.131025,-0.164312,0.038434,0.003492,0.409032,-0.317293,-0.07857,-0.001748,0.291164,0.401208,-0.69283,0.001743,0.001748,0.003494,0.001745,0.001747,0.001746,0.00175,0.001753,0.001742,0.001752,0.001748,0,0.001742,0,0.003498,0.001748,0.003482,0.001745,0.001749,0.00349,0.001747,0.001746,0.001752,0.001751,0.003494,0.001754,0.001747,0.0035,0,0.001753,0.001748,0.001754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,152000,-84.046115,51.076344,32.816157,0.297388,-84.043712,51.116166,32.77956,0.39125,-84.00589,51.094163,32.850636,-0.109662,0.010429,0.010454,0,0.015688,0.15925,-0.13984,-0.010494,0.006976,0.158977,-0.143336,-0.015723,0,0.424764,-0.21036,-0.20079,-0.001748,0.07893,0.555384,-0.638456,0.001743,0.001748,0,0,0.001747,0.001746,0.00175,0.001753,0,0.001752,0,0.001747,0,0,0.001749,0.001748,0,0.001745,0.001749,0.00349,0.001747,-0.001746,0.001752,0.001751,0.003494,0.001754,0.001747,0.00175,0,0.001753,0,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,153000,-84.693829,29.30268,55.213158,0.359996,-84.712384,29.298672,55.322696,0.2191,-85.164952,29.262168,55.144752,1.17495,-0.010429,0.010454,0,0,0.17325,-0.099636,-0.062964,0.00872,0.171206,-0.10488,-0.064639,-0.003492,0.400292,-0.078885,-0.310788,-0.001748,-0.138566,0.657,-0.520938,0.003486,0,0.001747,0.001745,0,0,0.00175,0.001753,0.001742,0.001752,0.001748,0.001747,0,0,0.001749,0.001748,0.001741,0.001745,0.001749,0.00349,0.001747,0.001746,0.001752,0.001751,0.001747,0.001754,0.001747,0.0035,0,0.001753,0.001748,0.001754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,154000,-74.215488,3.6498,70.810509,-0.453908,-74.274832,3.693636,70.766208,-0.29735,-73.960686,3.668192,70.676424,-0.845964,0.010429,0.010454,0,0.015688,0.1715,-0.050692,-0.106689,0.006976,0.169459,-0.057684,-0.111808,-0.006984,0.346104,0.049084,-0.387612,0,-0.340276,0.697296,-0.3508,0.003486,0.001748,0,0,0,0.001746,0,0.001753,0.001742,0.001752,0.001748,0.001747,-0.001742,-0.00175,0.001749,0.001748,0.001741,0.001745,0.001749,0.001745,0.001747,0,0.001752,0.001751,0.001747,0,0,0.0035,0,0.001753,0.001748,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,155000,-57.437606,-23.577708,81.961935,-1.627808,-57.453552,-23.601708,82.069144,-1.70585,-57.994868,-24.07251,81.922776,0.15666,0.010429,0.010454,0.01043,0.015688,0.15225,0.005244,-0.141669,0.006976,0.150242,-0.005244,-0.146748,-0.005238,0.251712,0.173547,-0.415548,0,-0.50866,0.669264,-0.14909,0.005229,0.001748,0.001747,0,0.001747,0.001746,0,0.001753,0,0,0.001748,0,0,0,0.001749,0.001748,0.001741,0.001745,0.003498,0.00349,0.001747,0,0.001752,0.001751,0.003494,0.001754,0,0.0035,0.00349,0.001753,0.001748,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
