n,timestamp_μs,500kV神万一线_Ua,500kV神万一线_Ub,500kV神万一线_UC,500kV神万一线_3U0,500kV神万二线_Ua,500kV神万二线_Ub,500kV神万二线_Uc,500kV神万二线_3U0,500kV万盘三线电压_Ua,500kV万盘三线电压_Ub,500kV万盘三线电压_Uc,500kV万盘三线电压_3U0,电压04_A,电压04_B,电压04_C,电压04_N,500kV神万一线_Ia,500kV神万一线_Ib,500kV神万一线_Ic,500kV神万一线_3I0,500kV神万二线_Ia,500kV神万二线_Ib,500kV神万二线_Ic,500kV神万二线_3I0,500kV万盘三线电流_Ia,500kV万盘三线电流_Ib,500kV万盘三线电流_Ic,500kV万盘三线电流_3I0,500kV万盘三线高抗电流_Ia,500kV万盘三线高抗电流_Ib,500kV万盘三线高抗电流_Ic,500kV万盘三线高抗电流_3I0,电流05_A,电流05_B,电流05_C,电流05_N,电流06_A,电流06_B,电流06_C,电流06_N,电流07_A,电流07_B,电流07_C,电流07_N,电流08_A,电流08_B,电流08_C,电流08_N,电流09_A,电流09_B,电流09_C,电流09_N,电流10_A,电流10_B,电流10_C,电流10_N,电流11_A,电流11_B,电流11_C,电流11_N,电流12_A,电流12_B,电流12_C,电流12_N,500kV神万一线_5061开关_线路保护一RCS931_A相跳闸,500kV神万一线_5061开关_线路保护一RCS931_B相跳闸,500kV神万一线_5061开关_线路保护一RCS931_C相跳闸,500kV神万一线_5061开关_线路保护一RCS931_远传收信,500kV神万一线_5061开关_线路保护一RCS931_通道故障,500kV神万一线_5061开关_线路保护一RCS925_保护跳闸,500kV神万一线_5061开关_线路保护一RCS925_过压启动远跳,500kV神万一线_5061开关_线路保护二WXH871_保护动作,500kV神万一线_5061开关_线路保护二WXH871_过压发信,500kV神万一线_5061开关_线路保护二WXH803_A相跳闸,500kV神万一线_5061开关_线路保护二WXH803_B相跳闸,500kV神万一线_5061开关_线路保护二WXH803_C相跳闸,500kV神万二线_5051开关_线路保护一RCS931_A相跳闸,500kV神万二线_5051开关_线路保护一RCS931_B相跳闸,500kV神万二线_5051开关_线路保护一RCS931_C相跳闸,500kV神万二线_5051开关_线路保护一RCS931_远传收信,500kV神万二线_5051开关_线路保护一RCS931_通道故障,500kV神万二线_5051开关_线路保护一RCS925_保护跳闸,500kV神万二线_5051开关_线路保护一RCS925_过压启动远跳,500kV神万二线_5051开关_线路保护二WXH871_保护动作,500kV神万二线_5051开关_线路保护二WXH871_过压发信,500kV神万二线_5051开关_线路保护二WXH803_A相跳闸,500kV神万二线_5051开关_线路保护二WXH803_B相跳闸,500kV神万二线_5051开关_线路保护二WXH803_C相跳闸,5051开关_A相分位,5051开关_B相分位,5051开关_C相分位,5051开关_断路器保护WDLK826AP_重合闸,5051开关_断路器保护WDLK826AP_第一组三相跳闸,5051开关_断路器保护WDLK826AP_第二组三相跳闸,5051开关_断路器保护WDLK826AP_保护动作,5051开关_断路器保护WDLK826AP_重合闸动作,5052开关_A相分位,5052开关_B相分位,5052开关_C相分位,5052开关_断路器保护WDLK826AP_重合闸,5052开关_断路器保护WDLK826AP_第一组三相跳闸,5052开关_断路器保护WDLK826AP_第二组三相跳闸,5052开关_断路器保护WDLK826AP_保护动作,5052开关_断路器保护WDLK826AP_重合闸动作,5061开关_A相分位,5061开关_B相分位,5061开关_C相分位,5061开关_断路器保护WDLK826AP_重合闸,5061开关_断路器保护WDLK826AP_第一组三相跳闸,5061开关_断路器保护WDLK826AP_第二组三相跳闸,5061开关_断路器保护WDLK826AP_保护动作,5061开关_断路器保护WDLK826AP_重合闸动作,5062开关_A相分位,5062开关_B相分位,5062开关_C相分位,5062开关_断路器保护WDLK826AP_重合闸,5062开关_断路器保护WDLK826AP_第一组三相跳闸,5062开关_断路器保护WDLK826AP_第二组三相跳闸,5062开关_断路器保护WDLK826AP_保护动作,5062开关_断路器保护WDLK826AP_重合闸动作,备用开关057,备用开关058,备用开关059,备用开关060,备用开关061,备用开关062,5053开关B相分位,5053开关C相分位,5053开关_断路器保护WDLK862_保护动作,5053开关_断路器保护WDLK862_重合闸动作,5053开关A相分位,5053开关_断路器保护操作箱跳A相出口,5053开关_断路器保护操作箱跳B相出口,5053开关_断路器保护操作箱跳C相出口,5053开关_断路器保护操作箱第一组三相跳闸,5053开关_断路器保护操作箱第二组三相跳闸,5053开关_断路器保护操作箱重合闸动作,500kV万盘三线线路保护一PCS931_A相跳闸,500kV万盘三线线路保护一PCS931_B相跳闸,500kV万盘三线线路保护一PCS931_C相跳闸,500kV万盘三线线路保护一PCS931_远传收信,500kV万盘三线线路保护二WXH803_A相跳闸,500kV万盘三线线路保护二WXH803_B相跳闸,500kV万盘三线线路保护二WXH803_C相跳闸,500kV万盘三线高抗保护一PCS917保护动作,500kV万盘三线高抗保护二WKB801保护动作,500kV万盘三线高抗本体重瓦斯跳闸,500kV万盘三线高抗本体压力释放跳闸,500kV万盘三线高抗本体油温高跳闸,500kV万盘三线高抗本体绕组温度高跳闸,500kV万盘三线高抗中性点重瓦斯跳闸,500kV万盘三线高抗中性点压力释放跳闸,500kV万盘三线高抗中性点油温高跳闸,备用开关090,备用开关091,备用开关092,备用开关093,备用开关094,备用开关095,备用开关096,备用开关097,备用开关098,备用开关099,备用开关100,备用开关101,备用开关102,备用开关103,备用开关104,备用开关105,备用开关106,备用开关107,备用开关108,备用开关109,备用开关110,备用开关111,备用开关112,备用开关113,备用开关114,备用开关115,备用开关116,备用开关117,备用开关118,备用开关119,备用开关120,备用开关121,备用开关122,备用开关123,备用开关124,备用开关125,备用开关126,备用开关127,备用开关128
773,662000,85.56093,-38.594028,-46.896663,-0.046956,85.642256,-38.595366,-47.020632,0.0313,84.924786,-38.641068,-46.689084,0.924294,0.010429,0.010454,0,0,-0.16275,0.12236,0.045474,-0.006976,-0.164218,0.12236,0.050663,0.005238,-0.41078,0.138487,0.274122,0.001748,0.054374,-0.618456,0.57882,0.001743,0.001748,0.003494,0.001745,0.003494,0.001746,0.00175,0.001753,0.001742,0.001752,0.001748,0,0,0,0.001749,0.001748,0.001741,0.001745,0.003498,0.00349,0,0.001746,0.003504,0.001751,0.003494,0.001754,0,0.0035,0,0.001753,0.001748,0.003508,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
774,663000,79.794186,-14.901612,-64.8582,0.062608,79.864512,-14.941488,-64.795832,-0.1878,81.092572,-14.90203,-64.833756,-1.989582,0,0.010454,0.01043,0,-0.16975,0.073416,0.090948,-0.00872,-0.165965,0.07866,0.097832,0.00873,-0.372324,0.003506,0.363168,0,0.264854,-0.688536,0.426222,-0.001743,0.001748,0.001747,0.001745,0,0.001746,0,0.001753,0,0.001752,-0.001748,0.001747,0,-0.00175,0,0.001748,0.001741,0.001745,0,0,0.001747,0.001746,0,0.001751,0.003494,0,0.001747,0.0035,0,0.001753,0,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
775,664000,64.969893,12.398892,-78.059982,1.361724,64.944768,12.353856,-78.1586,1.58065,64.280952,12.765725,-78.013728,1.95825,0.010429,0.020908,-0.01043,0,-0.16275,0.020976,0.131175,-0.006976,-0.15723,0.02622,0.138013,0.010476,-0.293664,-0.119204,0.412056,0,0.44727,-0.688536,0.238544,-0.003486,0.001748,0.001747,0.001745,0.001747,0.001746,0,0,0.001742,0.001752,0,0,0,0,0.001749,0.001748,0.001741,0.001745,0,0.001745,0.001747,0.001746,0,0.001751,0.003494,0.001754,0.001747,0.0035,0,0.001753,0.001748,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
776,665000,45.684731,38.854728,-84.901476,0.688688,45.689104,38.81448,-84.944544,0.7512,46.341596,38.912014,-84.81798,-0.485646,-0.010429,0.010454,0.01043,0.015688,-0.133,-0.033212,0.159159,-0.005232,-0.125784,-0.02622,0.165965,0.010476,-0.1748,-0.240161,0.422532,0,0.589344,-0.616704,0.021048,-0.001743,0,0.001747,0.001745,0.001747,0.001746,0,0.001753,0.001742,0.001752,0.001748,0.001747,0.001742,0,0,0.001748,0.001741,0.001745,0.001749,0.00349,0.001747,-0.001746,0.001752,0.001751,0.001747,0.001754,0.001747,0.0035,0,0.001753,0.001748,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777,666000,22.77446,59.669016,-82.830198,0.657384,22.787088,59.724216,-82.91608,0.64165,22.617372,59.81654,-82.863456,0.830298,0.010429,0,0,0,-0.091,-0.082156,0.171402,-0.001744,-0.083856,-0.076912,0.178194,0.010476,-0.0437,-0.341835,0.396342,0,0.67529,-0.480048,-0.194694,0.001743,0,0.001747,0.001745,0.001747,0.001746,0.00175,0.001753,0.001742,0.001752,0,0,0.001742,0,0.001749,0.001748,0.001741,0.001745,0.001749,0.001745,0,0.001746,0.001752,0.001751,0.001747,0.001754,0.001747,0.0035,0.001745,0.001753,0.001748,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
778,667000,-3.813155,74.0388,-70.025934,-0.344344,-3.803072,74.050098,-70.013376,-0.4382,-3.738236,73.957837,-69.97614,-0.31332,0,0.010454,0.01043,0.015688,-0.0385,-0.124108,0.166155,0,-0.033193,-0.118864,0.169459,0.00873,0.082156,-0.40319,0.329994,0,0.698092,-0.303096,-0.387634,0.003486,0.001748,0.003494,0.001745,0.001747,0.001746,0.00175,0.001753,0,0.001752,0,0.001747,0,0,0.003498,0.001748,0.001741,0.00349,0.003498,0.00349,0.001747,0,0.001752,0.001751,0.003494,0.001754,0.001747,0.0035,0.001745,0.001753,0.001748,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
779,668000,-30.703733,83.496996,-52.325922,-0.798252,-30.748464,83.492868,-52.405472,-0.54775,-30.918762,83.555578,-52.448136,-0.266322,0,0.020908,0.01043,0.031376,0.014,-0.152076,0.145167,0.003488,0.01747,-0.150328,0.148495,0.006984,0.204516,-0.422473,0.22698,-0.001748,0.64898,-0.094608,-0.545494,0.001743,0,0.001747,0,0.001747,0.001746,0,0,0,0.001752,0,0.001747,0,0,0.001749,0.001748,0.001741,0.001745,0.001749,0.00349,0.001747,0.001746,0,0.001751,0.001747,0.001754,0.001747,0.00175,0,0.001753,0.001748,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,669000,-53.927414,84.88392,-30.765801,-0.23478,-53.995264,84.891024,-30.719728,-0.1878,-54.016466,84.764414,-30.791592,0.031332,0.010429,0.020908,0,0.015688,0.0665,-0.171304,0.110187,0.005232,0.06988,-0.167808,0.106567,0.003492,0.312892,-0.404943,0.09603,-0.001748,0.531462,0.126144,-0.650734,0,0.001748,0.001747,0,0.001747,0,0,0.001753,0.001742,0.001752,0,0.001747,0,0,0.001749,0.001748,0.001741,0.001745,0.001749,0.001745,0.001747,0.003492,0.001752,0.001751,0.003494,0.001754,0.001747,0.0035,0.00349,0.001753,0.001748,0.001754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
781,670000,-69.900877,75.29016,-5.240961,-0.093912,-69.886672,75.323046,-5.290736,-0.1252,-69.836096,75.260462,-5.38278,-0.15666,0.010429,0.010454,0.01043,0.015688,0.11025,-0.169556,0.061215,0.005232,0.113555,-0.171304,0.059398,0.003492,0.389804,-0.352353,-0.029682,-0.003496,0.364832,0.327624,-0.696338,0,0,0.003494,0,0.001747,0.001746,0.00175,0.001753,0,0.001752,0,0,-0.001742,0,0.001749,0.001748,0,0.001745,0.001749,0.001745,0.001747,0.001746,0.001752,0.001751,0.001747,0.001754,0.001747,0.0035,0,0.001753,0,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
782,671000,-81.235872,58.740924,22.156398,0.657384,-81.295888,58.753854,22.229456,0.67295,-81.520694,58.680651,22.388184,0.642306,0,0.010454,0.01043,0.015688,0.14525,-0.152076,0.008745,0.005232,0.146748,-0.153824,0.006988,-0.001746,0.41952,-0.261197,-0.153648,0,0.16663,0.49932,-0.670028,0,0,0.001747,0,0,-0.001746,0,0.001753,0,0.001752,0.001748,0.001747,-0.001742,0,0.001749,0.001748,0.001741,0.001745,0.001749,0.001745,0,0,0.001752,0.001751,0.001747,0,0.001747,0.0035,0,0.001753,0.001748,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783,672000,-85.571377,38.37504,47.200032,0.046956,-85.62136,38.355384,47.146104,0.29735,-84.914344,38.380543,46.992192,-0.877296,0.010429,0.010454,0.01043,0,0.16975,-0.117116,-0.041976,0.00872,0.167712,-0.12236,-0.043675,-0.001746,0.416024,-0.129722,-0.268884,0,-0.050866,0.625464,-0.573558,0.003486,0.001748,0.003494,0.001745,0.001747,0.001746,0.00175,0,0.001742,0.001752,0.001748,0.001747,0,0,0.001749,0.001748,0.001741,0.00349,0.001749,0.00349,0,0.003492,0.001752,0.001751,0.003494,0.001754,0.001747,0.0035,0.001745,0.001753,0.001748,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
784,673000,-79.637481,14.567916,65.004654,0.109564,-79.697344,14.618034,65.067688,0.07825,-80.894174,14.578979,64.990536,2.11491,0.020858,0.020908,0.01043,0,0.17325,-0.06992,-0.08745,0.010464,0.1747,-0.075164,-0.092591,-0.003492,0.37582,0.001753,-0.363168,0,-0.2631,0.688536,-0.422714,0.003486,0.001748,0.003494,0.001745,0,0.001746,0.00175,0,0.001742,0.001752,0.001748,0,0.001742,0,0.001749,0.001748,0.001741,0.00349,0.001749,0.00349,0.001747,0,0.001752,0.003502,0.003494,0.001754,0.001747,0.0035,0.001745,0.001753,0.001748,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
785,674000,-64.708718,-12.680448,78.227358,-1.48694,-64.683568,-12.635574,78.26316,-1.6276,-64.019902,-13.047092,78.18096,-2.03658,0.010429,0.010454,0.01043,0.015688,0.1645,-0.013984,-0.129426,0.00872,0.158977,-0.024472,-0.134519,-0.005238,0.295412,0.12271,-0.406818,0,-0.44727,0.690288,-0.233282,0.005229,0.001748,0.003494,0.001745,0.001747,0.001746,0.00175,0.001753,0.001742,0.001752,0.001748,0.001747,0.001742,0,0.001749,0.001748,0,0.00349,0.001749,0.00349,0.001747,0.001746,0,0.001751,0.003494,0.001754,0.001747,0.0035,0.001745,0.001753,0.001748,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
786,675000,-45.423556,-39.167568,84.964242,-0.641732,-45.4488,-39.148368,85.038648,-0.7199,-46.080546,-39.224644,84.891144,0.62664,0.020858,0.010454,0.01043,0.015688,0.1365,0.03496,-0.153912,0.006976,0.132772,0.027968,-0.15723,-0.003492,0.1748,0.24542,-0.417294,0,-0.585836,0.616704,-0.01754,0.003486,0.001748,0.001747,0.001745,0,0.001746,0,0.001753,0.001742,0.001752,0.001748,0.001747,0,0.00175,0.001749,0.001748,0.001741,0,0.001749,0.00349,0.001747,0.001746,0.001752,0.003502,0.001747,0.001754,0.001747,0.0035,0,0.001753,0,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
787,676000,-22.523732,-59.85672,82.788354,-0.657384,-22.51544,-59.89116,82.874256,-0.6573,-22.356322,-59.983276,82.842552,-0.7833,0,0.031362,0,0.015688,0.0945,0.085652,-0.167904,0.003488,0.089097,0.07866,-0.171206,-0.005238,0.045448,0.345341,-0.391104,0,-0.673536,0.4818,0.198202,0.003486,0,0.001747,0,0,0,0,0.001753,0,0,0,0,-0.001742,0,0,0.001748,0.001741,0.001745,0,0.001745,0.001747,-0.001746,0.001752,0.001751,0.001747,0.001754,0,0.0035,0,0.001753,0,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788,677000,4.126565,-74.174364,69.869019,0.438256,4.07472,-74.175306,69.887904,0.51645,4.093264,-74.09331,69.829812,0.360318,0.010429,0.020908,0,0,0.04025,0.125856,-0.162657,0,0.038434,0.120612,-0.164218,-0.005238,-0.080408,0.406696,-0.326502,0.001748,-0.694584,0.301344,0.392896,0.001743,0.001748,0.001747,0.001745,0,0.001746,0.00175,0.001753,0.001742,0.001752,0.001748,0.001747,-0.001742,0,0.001749,0.001748,0.001741,0.001745,0,0.001745,0.001747,0,0.001752,0,0.003494,0.001754,0,0.0035,0,0.001753,0.001748,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
789,678000,31.017143,-83.507424,52.085319,0.798252,31.103696,-83.513736,52.154528,0.54775,31.252906,-83.586841,52.228644,0.328986,0.020858,0.010454,0.02086,0.015688,-0.0105,0.159068,-0.141669,-0.001744,-0.013976,0.153824,-0.141507,-0.003492,-0.202768,0.425979,-0.221742,0,-0.641964,0.092856,0.547248,0.003486,0.001748,0.003494,0.001745,0.001747,0.001746,0,0.001753,0.001742,0.001752,0.001748,0.001747,0,0,0.001749,0.001748,0.001741,0.00349,0.003498,0.00349,0,0.001746,0.001752,0.001751,0.001747,0.001754,0.001747,0.0035,0,0.001753,0.001748,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790,679000,54.136354,-84.77964,30.504276,0.266084,54.193776,-84.786684,30.458328,0.26605,54.24619,-84.681046,30.551196,-0.031332,0.010429,0,0.02086,0,-0.06125,0.173052,-0.10494,-0.001744,-0.062892,0.171304,-0.103073,0,-0.309396,0.408449,-0.090792,0.003496,-0.5262,-0.12264,0.655996,0.003486,0.003496,0.003494,0.001745,0.001747,0.003492,0.00175,0.001753,0.001742,0.001752,0.001748,0.001747,0,0,0,0.001748,0.001741,0.00349,0.001749,0.00349,0.001747,0.001746,0.001752,0.001751,0.003494,0.001754,0.001747,0.0035,0.001745,0.001753,0.001748,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
791,680000,70.057582,-75.0816,4.927131,0.172172,70.064288,-75.156102,4.91432,0.32865,69.9614,-75.093726,5.079672,0.297654,0.010429,0.010454,0.01043,0.031376,-0.10675,0.173052,-0.057717,-0.003488,-0.108314,0.171304,-0.055904,0.001746,-0.386308,0.355859,0.036666,0.005244,-0.361324,-0.327624,0.698092,0.003486,0.001748,0.001747,0.001745,0.001747,0.001746,0.0035,0.001753,0.001742,0.001752,0,0.001747,0,0.00175,0.001749,0.001748,0.001741,0.00349,0.003498,0.00349,0.001747,0.001746,0.001752,0.001751,0.003494,0.001754,0.001747,0.0035,0,0.001753,0.001748,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
